sourceId,name,category,listUrl,listStatus,itemsFound,detailOkRatio,primaryIssue,suggestedAction,userDecision,userNote
jw-gzz,教务部规章制度,规章制度,https://jw.sztu.edu.cn/gzz.htm,OK,7,3/3,OK,保留,,
zs-jztx,奖助体系,招生,https://zs.sztu.edu.cn/bkzn/jztx1.htm,OK,1,1/1,OK,保留,,
icoc-xsdt,集成电路学院学术动态,科研学术,https://icoc.sztu.edu.cn/kxyj/xsdt.htm,OK,6,2/2,OK,保留,,
sfl-txhd,外国语学院团学活动,学生工作,https://sfl.sztu.edu.cn/xshd/txhd.htm,OK,20,3/3,OK,保留,,
kyb-xqh,科研部校企合作,合作交流,https://kyb.sztu.edu.cn/xqhz/xqh.htm,OK,9,2/2,OK,保留,,
hsee-kydt,健康环境学院科研动态,科研学术,https://hsee.sztu.edu.cn/kxyj/kydt.htm,OK,6,2/2,OK,保留,,
nmne-xsd,新材料学院学术动态,科研学术,https://nmne.sztu.edu.cn/xwzx/xsd.htm,OK,12,2/2,OK,保留,,
hsee-yqhz,健康环境学院院企合作,合作交流,https://hsee.sztu.edu.cn/yqhz/yqhzdt.htm,OK,20,3/3,OK,保留,,
www-xqhz,校企合作,合作交流,https://www.sztu.edu.cn/kysx/xqhz.htm,OK,9,1/1,OK,保留,,
icoc-dtjs,集成电路学院党团建设,党建,https://icoc.sztu.edu.cn/dtjs.htm,OK,11,2/2,OK,保留,,
intl-ykzxm-2019,国际合作部 2019 年项目,合作交流,https://international.sztu.edu.cn/jljhxm/ykzxm/a2019n.htm,OK,4,1/1,OK,保留,,
sfl-xqhz,外国语学院校企合作,合作交流,https://sfl.sztu.edu.cn/jxky/xqhz.htm,OK,11,3/3,OK,保留,,
cep-kycg,工程物理学院科研成果,科研学术,https://cep.sztu.edu.cn/kxyj/kycg1.htm,OK,15,3/3,OK,保留,,
jw-bszn,教务部办事指南,规章制度,https://jw.sztu.edu.cn/ywbl/bszn.htm,OK,6,3/3,OK,保留,,
cwb-fwzn,财务部服务指南,规章制度,https://cwb.sztu.edu.cn/fwzn.htm,OK,13,3/3,OK,保留,,
kyb-cgz,成果转化,合作交流,https://kyb.sztu.edu.cn/xqhz/cgz.htm,OK,2,1/1,OK,保留,,
sao-xsz,学生资助,学生工作,https://sao.sztu.edu.cn/xsz.htm,OK,12,3/3,OK,保留,,
icoc-xqhz,集成电路学院校企合作,合作交流,https://icoc.sztu.edu.cn/hzjl/xqhz.htm,OK,4,2/2,OK,保留,,
intl-ykzxm-2020,国际合作部 2020 年项目,合作交流,https://international.sztu.edu.cn/jljhxm/ykzxm/a2020n.htm,OK,3,1/1,OK,保留,,
hsee-xyhd,健康环境学院校园活动,学生工作,https://hsee.sztu.edu.cn/xysh/xyhd.htm,OK,20,3/3,OK,保留,,
kyb-jdjt,技大讲坛,科研学术,https://kyb.sztu.edu.cn/xsjl/jdjt.htm,OK,9,3/3,OK,保留,,
sfl-xshj,外国语学院学生获奖,其他,https://sfl.sztu.edu.cn/xshj.htm,OK,11,3/3,OK,保留,,
cep-xsjl,工程物理学院学术交流活动,合作交流,https://cep.sztu.edu.cn/hzjl/xsjlhd.htm,OK,15,2/2,OK,保留,,
zs-xyxw,招生网学校新闻,招生,https://zs.sztu.edu.cn/xyxw.htm,OK,6,2/2,OK,保留,,
nmne-xqhz,新材料学院校企合作动态,合作交流,https://nmne.sztu.edu.cn/xqh/xqhzdt.htm,OK,12,3/3,OK,保留,,
www-kxyj,科学研究,科研学术,https://www.sztu.edu.cn/kysx/kxyj.htm,OK,10,3/3,OK,保留,,
intl-ykzxm-2022,国际合作部 2022 年项目,合作交流,https://international.sztu.edu.cn/jljhxm/ykzxm/n2022.htm,OK,3,1/1,OK,保留,,
icoc-rczp,集成电路学院人才招聘,招聘,https://icoc.sztu.edu.cn/rczp.htm,OK,3,2/2,OK,保留,,
sfl-gzzd,外国语学院学生规章制度,规章制度,https://sfl.sztu.edu.cn/xshd/gzzd.htm,OK,8,3/3,OK,保留,,
cep-gnwhz,工程物理学院国内外合作,合作交流,https://cep.sztu.edu.cn/hzjl/gnwhz.htm,OK,1,1/1,OK,保留,,
kyb-xshd,学术活动,科研学术,https://kyb.sztu.edu.cn/xsjl/xshd.htm,OK,1,1/1,OK,保留,,
nmne-xgxw,新材料学院学工新闻,新闻动态,https://nmne.sztu.edu.cn/xztd/xgxw/7.htm,OK,12,2/2,OK,保留,,
hsee-sxjy,健康环境学院升学就业,其他,https://hsee.sztu.edu.cn/xysh/sxjy.htm,OK,4,2/3,OK,保留,,
icoc-xysh,集成电路学院校园生活,学生工作,https://icoc.sztu.edu.cn/xysh.htm,OK,10,2/2,OK,保留,,
hsee-ryhj,健康环境学院荣誉获奖,其他,https://hsee.sztu.edu.cn/xysh/ryhj.htm,OK,16,3/3,OK,保留,,
kyb-zcfg,科研部政策法规,科研学术,https://kyb.sztu.edu.cn/z.htm,OK,12,3/3,OK,保留,,
sfl-kszx,外国语学院考试资讯,新闻动态,https://sfl.sztu.edu.cn/pxks/kszx.htm,OK,20,3/3,OK,保留,,
nmne-gjjldt,新材料学院国际交流动态,合作交流,https://nmne.sztu.edu.cn/gjj/gjjldt.htm,OK,12,3/3,OK,保留,,
cep-sshd,工程物理学院师生活动,其他,https://cep.sztu.edu.cn/ssyd1/sshd/1.htm,OK,13,3/3,OK,保留,,
icoc-jyqj,集成电路学院就业前景,其他,https://icoc.sztu.edu.cn/zsjy/jyqj.htm,OK,9,2/2,OK,保留,,
kyb-zcfg-gj,科研部国家级科研政策,科研学术,https://kyb.sztu.edu.cn/z/g.htm,OK,12,3/3,OK,保留,,
hsee-zsxc,健康环境学院招生宣传,招生,https://hsee.sztu.edu.cn/zsxx/zsxc.htm,OK,14,3/3,OK,保留,,
zzb-gzdt,组织统战部动态,党建,https://zzb.sztu.edu.cn/djgz1/gzdt1.htm,OK,15,3/3,OK,保留,,
nmne-hzj,新材料学院合作交流,合作交流,https://nmne.sztu.edu.cn/xwzx/hzj/1.htm,OK,4,3/3,OK,保留,,
sfl-rczp,外国语学院人才招聘,招聘,https://sfl.sztu.edu.cn/zszp/rczp.htm,OK,15,3/3,OK,保留,,
sfl-bkszs,外国语学院本科生招生,招生,https://sfl.sztu.edu.cn/zszp/bkszs.htm,OK,20,3/3,OK,保留,,
cep-bkszs,工程物理学院本科生招生,招生,https://cep.sztu.edu.cn/zsjy/bkszs1.htm,OK,15,2/2,OK,保留,,
kyb-zcfg-sb,科研部省部级科研政策,科研学术,https://kyb.sztu.edu.cn/z/sbj.htm,OK,12,3/3,OK,保留,,
hsee-xsjz,健康环境学院学术讲座,科研学术,https://hsee.sztu.edu.cn/kxyj/xsjz.htm,OK,20,3/3,OK,保留,,
zzb-zcwj,组织统战部政策文件,党建,https://zzb.sztu.edu.cn/djgz1/zcwj1.htm,OK,15,3/3,OK,保留,,
nmne-kxyj-xsdt,新材料学院科研学术动态,科研学术,https://nmne.sztu.edu.cn/kxyj1/xsdt.htm,OK,12,2/2,OK,保留,,
cep-jyxx,工程物理学院就业信息,其他,https://cep.sztu.edu.cn/zsjy/jyxx.htm,OK,3,3/3,OK,保留,,
zzb-dwxx,组织统战部党务学习,党建,https://zzb.sztu.edu.cn/djgz1/dwxx1.htm,OK,15,3/3,OK,保留,,
kyb-zcfg-st,科研部市厅级科研政策,科研学术,https://kyb.sztu.edu.cn/z/stj.htm,OK,11,3/3,OK,保留,,
sfl-yjspy,外国语学院研究生培养,其他,https://sfl.sztu.edu.cn/jxky/yjspy.htm,OK,10,3/3,OK,保留,,
cep-ssszs,工程物理学院硕士生招生,招生,https://cep.sztu.edu.cn/zsjy/yjszs1/ssszs.htm,OK,6,3/3,OK,保留,,
kyb-zcfg-rwsk,科研部人文社科政策,科研学术,https://kyb.sztu.edu.cn/z/rwsk.htm,OK,7,3/3,OK,保留,,
zzb-djyj-zyll,组织部党建重要理论,党建,https://zzb.sztu.edu.cn/djgz1/djyj/zyll1.htm,OK,15,3/3,OK,保留,,
zzb-djyj-xxsp,组织部党建学习时评,党建,https://zzb.sztu.edu.cn/djgz1/djyj/xxsp.htm,OK,15,3/3,OK,保留,,
zzb-djyj-sxjs,组织部党建思想建设,党建,https://zzb.sztu.edu.cn/djgz1/djyj/sxjs.htm,OK,15,3/3,OK,保留,,
zzb-djyj-dsxx,组织部党史学习,其他,https://zzb.sztu.edu.cn/djgz1/djyj/dsxx.htm,OK,15,3/3,OK,保留,,
zzb-gbgz-zcwj,组织部干部政策文件,规章制度,https://zzb.sztu.edu.cn/gbgz1/zcwj1.htm,OK,14,3/3,OK,保留,,
zzb-gbgz-gblt,组织部干部论坛,其他,https://zzb.sztu.edu.cn/gbgz1/gblt1.htm,OK,15,3/3,OK,保留,,
zzb-tzgz-zcwj,统战部政策文件,党建,https://zzb.sztu.edu.cn/tzgz1/zcwj1.htm,OK,4,3/3,OK,保留,,
zzb-tzgz-tzll,统战部理论,党建,https://zzb.sztu.edu.cn/tzgz1/tzll1.htm,OK,15,3/3,OK,保留,,
zzb-tzgz-tzdt,统战动态,党建,https://zzb.sztu.edu.cn/tzgz1/tzdt1.htm,OK,1,1/1,OK,保留,,
zzb-tzgz-tzzs,统战知识,党建,https://zzb.sztu.edu.cn/tzgz1/tongzh.htm,OK,2,2/2,OK,保留,,
